ID,Price,neighborhood,accommodates,Number of bathrooms,Number of Bedrooms,n beds,Review Scores Rating,Number of reviews,listing_url
29728508,139,Back Bay,2,NA,NA,1,90,23,https://www.airbnb.com/rooms/29728508
29831173,75,Allston-Brighton,1,NA,1,2,100,7,https://www.airbnb.com/rooms/29831173
29833651,80,Mattapan,2,NA,1,1,96,55,https://www.airbnb.com/rooms/29833651
29878773,44,Dorchester,2,NA,1,1,95,62,https://www.airbnb.com/rooms/29878773
29881646,109,South Boston,2,NA,1,1,90,8,https://www.airbnb.com/rooms/29881646
29881869,109,South Boston,2,NA,1,1,90,4,https://www.airbnb.com/rooms/29881869
29898702,139,Back Bay,2,NA,1,1,96,62,https://www.airbnb.com/rooms/29898702
29901892,45,Mattapan,2,NA,1,1,95,40,https://www.airbnb.com/rooms/29901892
29929936,66,Allston-Brighton,1,NA,1,1,100,16,https://www.airbnb.com/rooms/29929936
29931687,66,Allston-Brighton,1,NA,1,1,97,14,https://www.airbnb.com/rooms/29931687
29982429,99,Back Bay,2,NA,NA,1,80,20,https://www.airbnb.com/rooms/29982429
30017679,217,Jamaica Plain,6,NA,3,3,100,1,https://www.airbnb.com/rooms/30017679
30036357,139,Back Bay,2,NA,1,1,96,51,https://www.airbnb.com/rooms/30036357
30037052,159,Back Bay,2,NA,1,1,99,20,https://www.airbnb.com/rooms/30037052
30060158,159,Back Bay,3,NA,1,2,91,10,https://www.airbnb.com/rooms/30060158
30104396,104,Back Bay,2,NA,NA,1,80,2,https://www.airbnb.com/rooms/30104396
30253609,68,Roxbury,2,NA,1,1,92,15,https://www.airbnb.com/rooms/30253609
30268517,41,Dorchester,1,NA,1,1,90,2,https://www.airbnb.com/rooms/30268517
30273160,55,Jamaica Plain,2,NA,1,1,97,48,https://www.airbnb.com/rooms/30273160
30286717,50,Jamaica Plain,2,NA,1,1,98,49,https://www.airbnb.com/rooms/30286717
30297660,39,Mattapan,2,NA,1,1,97,85,https://www.airbnb.com/rooms/30297660
30298415,41,Mattapan,2,NA,1,1,97,50,https://www.airbnb.com/rooms/30298415
30312499,40,Roslindale,1,NA,1,1,80,6,https://www.airbnb.com/rooms/30312499
30312500,60,Roslindale,2,NA,1,2,100,1,https://www.airbnb.com/rooms/30312500
30349609,80,East Boston,6,NA,2,3,95,104,https://www.airbnb.com/rooms/30349609
30390283,125,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/30390283
30390378,203,Cambridge,2,NA,1,1,100,1,https://www.airbnb.com/rooms/30390378
30395670,201,Fenway/Kenmore,2,NA,NA,1,94,43,https://www.airbnb.com/rooms/30395670
30397035,147,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/30397035
30397078,247,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/30397078
30425726,587,Dorchester,16,NA,6,18,100,5,https://www.airbnb.com/rooms/30425726
30484530,100,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/30484530
30505051,169,Fenway/Kenmore,2,NA,NA,1,94,41,https://www.airbnb.com/rooms/30505051
30516467,130,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/30516467
30523091,164,South Boston,8,NA,3,3,98,51,https://www.airbnb.com/rooms/30523091
30533497,42,Roxbury,1,NA,1,1,100,7,https://www.airbnb.com/rooms/30533497
30564539,53,Allston-Brighton,2,NA,1,1,100,1,https://www.airbnb.com/rooms/30564539
30787930,100,North End,3,NA,1,1,96,21,https://www.airbnb.com/rooms/30787930
30927689,250,Back Bay,1,NA,1,1,70,2,https://www.airbnb.com/rooms/30927689
30929175,398,South End,8,NA,2,4,92,39,https://www.airbnb.com/rooms/30929175
30981268,63,Back Bay,2,NA,NA,1,60,1,https://www.airbnb.com/rooms/30981268
31014488,225,Jamaica Plain,3,NA,1,3,NA,0,https://www.airbnb.com/rooms/31014488
31029365,183,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/31029365
31039035,50,Dorchester,2,NA,1,1,87,6,https://www.airbnb.com/rooms/31039035
31161436,30,Dorchester,1,NA,1,1,100,1,https://www.airbnb.com/rooms/31161436
31185088,185,Dorchester,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/31185088
31191233,81,Mattapan,2,NA,1,1,100,2,https://www.airbnb.com/rooms/31191233
31259705,85,Allston-Brighton,2,NA,1,1,100,26,https://www.airbnb.com/rooms/31259705
31262321,275,Dorchester,6,NA,3,4,100,13,https://www.airbnb.com/rooms/31262321
31429443,277,Jamaica Plain,3,NA,1,2,97,46,https://www.airbnb.com/rooms/31429443
31484506,166,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/31484506
31487769,323,Jamaica Plain,8,NA,3,3,67,6,https://www.airbnb.com/rooms/31487769
31591262,139,Back Bay,2,NA,1,1,96,52,https://www.airbnb.com/rooms/31591262
31593437,79,Allston-Brighton,2,NA,1,1,93,19,https://www.airbnb.com/rooms/31593437
31615291,84,Allston-Brighton,2,NA,1,1,93,27,https://www.airbnb.com/rooms/31615291
31636229,70,Hyde Park,2,NA,1,1,95,60,https://www.airbnb.com/rooms/31636229
31664470,84,Allston-Brighton,2,NA,1,1,94,13,https://www.airbnb.com/rooms/31664470
31675216,55,Jamaica Plain,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/31675216
31675705,39,Jamaica Plain,2,NA,1,1,99,18,https://www.airbnb.com/rooms/31675705
31706263,84,Allston-Brighton,2,NA,1,1,89,13,https://www.airbnb.com/rooms/31706263
31764931,499,Beacon Hill,5,NA,2,3,96,27,https://www.airbnb.com/rooms/31764931
31851278,99,Dorchester,6,NA,2,2,NA,0,https://www.airbnb.com/rooms/31851278
31930647,135,Beacon Hill,4,NA,1,1,98,13,https://www.airbnb.com/rooms/31930647
31932336,139,Beacon Hill,5,NA,2,3,95,15,https://www.airbnb.com/rooms/31932336
31933571,199,Beacon Hill,5,NA,2,3,88,10,https://www.airbnb.com/rooms/31933571
31952528,119,Beacon Hill,2,NA,1,2,91,20,https://www.airbnb.com/rooms/31952528
31964808,89,Beacon Hill,2,NA,NA,1,80,4,https://www.airbnb.com/rooms/31964808
31983770,149,Beacon Hill,5,NA,2,2,96,18,https://www.airbnb.com/rooms/31983770
31984461,149,Beacon Hill,3,NA,1,2,97,19,https://www.airbnb.com/rooms/31984461
32012250,75,Allston-Brighton,2,NA,1,1,100,5,https://www.airbnb.com/rooms/32012250
32016148,90,Dorchester,2,NA,1,1,99,56,https://www.airbnb.com/rooms/32016148
32024417,84,Allston-Brighton,2,NA,1,1,94,36,https://www.airbnb.com/rooms/32024417
32062716,200,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/32062716
32102560,48,Dorchester,1,NA,1,1,90,21,https://www.airbnb.com/rooms/32102560
32163985,186,Roxbury,5,NA,2,2,98,59,https://www.airbnb.com/rooms/32163985
32183321,85,Allston-Brighton,2,NA,1,1,89,8,https://www.airbnb.com/rooms/32183321
32197096,79,Fenway/Kenmore,4,NA,1,2,86,21,https://www.airbnb.com/rooms/32197096
32281287,120,Jamaica Plain,2,NA,1,1,100,2,https://www.airbnb.com/rooms/32281287
32309630,88,Dorchester,4,NA,1,1,76,5,https://www.airbnb.com/rooms/32309630
32324281,176,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/32324281
32330037,74,Downtown,3,NA,1,1,89,40,https://www.airbnb.com/rooms/32330037
32330038,69,Downtown,2,NA,1,1,91,25,https://www.airbnb.com/rooms/32330038
32330132,141,Downtown,3,NA,1,2,90,54,https://www.airbnb.com/rooms/32330132
32330134,71,Downtown,2,NA,1,1,85,17,https://www.airbnb.com/rooms/32330134
32330288,58,Downtown,4,NA,1,2,92,31,https://www.airbnb.com/rooms/32330288
32330401,55,Downtown,4,NA,1,2,91,32,https://www.airbnb.com/rooms/32330401
32330465,69,Downtown,3,NA,1,1,91,28,https://www.airbnb.com/rooms/32330465
32330630,68,Downtown,4,NA,1,1,82,21,https://www.airbnb.com/rooms/32330630
32330936,72,Downtown,3,NA,1,2,91,47,https://www.airbnb.com/rooms/32330936
32331042,69,Downtown,4,NA,1,2,92,26,https://www.airbnb.com/rooms/32331042
32331101,69,Downtown,2,NA,1,1,90,42,https://www.airbnb.com/rooms/32331101
32331200,68,Downtown,3,NA,1,2,92,41,https://www.airbnb.com/rooms/32331200
32365217,48,Hyde Park,3,NA,2,2,98,8,https://www.airbnb.com/rooms/32365217
32365346,80,Dorchester,3,NA,1,1,85,28,https://www.airbnb.com/rooms/32365346
32378499,64,South Boston,2,NA,1,1,96,61,https://www.airbnb.com/rooms/32378499
32402053,49,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/32402053
32492523,88,Beacon Hill,2,NA,NA,1,93,11,https://www.airbnb.com/rooms/32492523
32570056,99,Back Bay,2,NA,1,1,89,46,https://www.airbnb.com/rooms/32570056
32570057,99,Back Bay,2,NA,1,1,84,28,https://www.airbnb.com/rooms/32570057
32570059,64,Back Bay,2,NA,1,1,87,41,https://www.airbnb.com/rooms/32570059
32592761,190,Fenway/Kenmore,3,NA,2,2,100,2,https://www.airbnb.com/rooms/32592761
32593358,203,Hyde Park,6,NA,2,2,99,75,https://www.airbnb.com/rooms/32593358
32605604,142,Roxbury,4,NA,NA,2,94,10,https://www.airbnb.com/rooms/32605604
32632691,65,Allston-Brighton,1,NA,1,1,96,32,https://www.airbnb.com/rooms/32632691
32660989,217,Downtown,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/32660989
32686394,49,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/32686394
32687520,55,Back Bay,1,NA,1,1,84,17,https://www.airbnb.com/rooms/32687520
32696884,135,Jamaica Plain,4,NA,1,1,100,7,https://www.airbnb.com/rooms/32696884
32723746,65,Dorchester,1,NA,1,1,97,14,https://www.airbnb.com/rooms/32723746
32762186,133,South End,3,NA,1,2,96,86,https://www.airbnb.com/rooms/32762186
32764882,181,Beacon Hill,6,NA,3,3,88,59,https://www.airbnb.com/rooms/32764882
32826985,292,Charlestown,4,NA,1,2,100,9,https://www.airbnb.com/rooms/32826985
32831946,55,Back Bay,1,NA,1,1,90,18,https://www.airbnb.com/rooms/32831946
32835031,57,Downtown,4,NA,1,2,89,25,https://www.airbnb.com/rooms/32835031
32835033,58,Downtown,4,NA,1,2,85,22,https://www.airbnb.com/rooms/32835033
32861018,82,Back Bay,3,NA,1,2,87,26,https://www.airbnb.com/rooms/32861018
32861021,99,Back Bay,2,NA,NA,1,82,48,https://www.airbnb.com/rooms/32861021
32861080,99,Back Bay,2,NA,1,1,87,43,https://www.airbnb.com/rooms/32861080
32861086,55,Back Bay,1,NA,1,1,84,27,https://www.airbnb.com/rooms/32861086
32861088,82,Back Bay,3,NA,NA,2,87,74,https://www.airbnb.com/rooms/32861088
32890952,125,Roslindale,5,NA,2,3,100,3,https://www.airbnb.com/rooms/32890952
32894516,69,Dorchester,2,NA,1,1,98,48,https://www.airbnb.com/rooms/32894516
32895915,69,Dorchester,2,NA,1,1,99,33,https://www.airbnb.com/rooms/32895915
32915410,75,Roxbury,5,NA,1,2,93,72,https://www.airbnb.com/rooms/32915410
32940171,60,Roxbury,2,NA,1,1,100,12,https://www.airbnb.com/rooms/32940171
33013194,30,Roxbury,2,NA,1,1,93,105,https://www.airbnb.com/rooms/33013194
33016886,40,Roxbury,2,NA,1,1,98,102,https://www.airbnb.com/rooms/33016886
33017230,55,Roxbury,2,NA,1,1,97,70,https://www.airbnb.com/rooms/33017230
33038623,75,Dorchester,2,NA,1,1,100,5,https://www.airbnb.com/rooms/33038623
33158116,41,Roxbury,2,NA,1,1,97,103,https://www.airbnb.com/rooms/33158116
33162602,75,Roxbury,2,NA,1,1,94,13,https://www.airbnb.com/rooms/33162602
33212814,289,North End,3,NA,2,2,100,2,https://www.airbnb.com/rooms/33212814
33250560,84,Back Bay,2,NA,NA,2,92,84,https://www.airbnb.com/rooms/33250560
33253369,50,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/33253369
33265824,179,Jamaica Plain,6,NA,3,4,81,33,https://www.airbnb.com/rooms/33265824
33317621,75,Dorchester,2,NA,1,1,83,6,https://www.airbnb.com/rooms/33317621
33318392,75,Dorchester,2,NA,1,1,80,11,https://www.airbnb.com/rooms/33318392
33319774,75,Dorchester,2,NA,1,1,82,12,https://www.airbnb.com/rooms/33319774
33328211,123,Beacon Hill,3,NA,1,1,92,22,https://www.airbnb.com/rooms/33328211
33345730,250,Fenway/Kenmore,5,NA,2,2,92,10,https://www.airbnb.com/rooms/33345730
33347860,89,Dorchester,2,NA,1,1,85,8,https://www.airbnb.com/rooms/33347860
33348585,75,Dorchester,2,NA,1,1,87,11,https://www.airbnb.com/rooms/33348585
33350922,75,Dorchester,2,NA,1,1,60,4,https://www.airbnb.com/rooms/33350922
33351261,75,Dorchester,2,NA,1,1,82,10,https://www.airbnb.com/rooms/33351261
33352469,296,Back Bay,2,NA,1,1,100,1,https://www.airbnb.com/rooms/33352469
33352470,944,Back Bay,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/33352470
33352471,125,Back Bay,2,NA,1,2,87,25,https://www.airbnb.com/rooms/33352471
33352473,143,Back Bay,2,NA,1,1,98,16,https://www.airbnb.com/rooms/33352473
33352475,242,Back Bay,2,NA,1,1,80,1,https://www.airbnb.com/rooms/33352475
33352477,764,Back Bay,2,NA,1,1,80,1,https://www.airbnb.com/rooms/33352477
33426419,345,Roxbury,7,NA,3,3,96,38,https://www.airbnb.com/rooms/33426419
33435097,86,Jamaica Plain,4,NA,1,1,96,5,https://www.airbnb.com/rooms/33435097
33439464,140,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/33439464
33440102,158,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/33440102
33446838,100,East Boston,1,NA,1,1,100,1,https://www.airbnb.com/rooms/33446838
33467259,68,Dorchester,7,NA,3,3,100,1,https://www.airbnb.com/rooms/33467259
33530646,150,North End,2,NA,1,1,98,60,https://www.airbnb.com/rooms/33530646
33532677,200,South Boston,2,NA,1,1,80,1,https://www.airbnb.com/rooms/33532677
33549373,125,Dorchester,4,NA,2,3,97,43,https://www.airbnb.com/rooms/33549373
33552900,175,Allston-Brighton,5,NA,3,3,100,26,https://www.airbnb.com/rooms/33552900
33561740,50,Dorchester,2,NA,1,1,96,35,https://www.airbnb.com/rooms/33561740
33586214,67,Jamaica Plain,4,NA,4,4,98,32,https://www.airbnb.com/rooms/33586214
33621331,101,Downtown Crossing,4,NA,1,1,95,15,https://www.airbnb.com/rooms/33621331
33638927,2233,Dorchester,16,NA,13,22,100,2,https://www.airbnb.com/rooms/33638927
33654554,225,Back Bay,4,NA,2,2,100,1,https://www.airbnb.com/rooms/33654554
33672980,120,Dorchester,4,NA,1,1,80,1,https://www.airbnb.com/rooms/33672980
33682929,45,Dorchester,1,NA,1,1,100,2,https://www.airbnb.com/rooms/33682929
33711194,99,Dorchester,4,NA,1,2,99,56,https://www.airbnb.com/rooms/33711194
33781676,89,Downtown Crossing,4,NA,1,1,91,24,https://www.airbnb.com/rooms/33781676
33873411,65,Hyde Park,2,NA,1,0,100,38,https://www.airbnb.com/rooms/33873411
33878316,77,Allston-Brighton,2,NA,1,1,94,19,https://www.airbnb.com/rooms/33878316
33966889,120,Dorchester,6,NA,2,2,97,35,https://www.airbnb.com/rooms/33966889
34020206,175,Roxbury,5,NA,2,2,100,5,https://www.airbnb.com/rooms/34020206
34020828,158,Dorchester,8,NA,3,3,95,43,https://www.airbnb.com/rooms/34020828
34040798,299,Jamaica Plain,4,NA,2,3,93,12,https://www.airbnb.com/rooms/34040798
34061048,299,Jamaica Plain,4,NA,2,3,96,11,https://www.airbnb.com/rooms/34061048
34096297,42,Cambridge,4,NA,1,4,93,75,https://www.airbnb.com/rooms/34096297
34133759,238,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/34133759
34149470,55,Back Bay,1,NA,1,1,89,15,https://www.airbnb.com/rooms/34149470
34149872,103,Back Bay,2,NA,1,1,89,48,https://www.airbnb.com/rooms/34149872
34212295,42,Cambridge,2,NA,1,1,94,112,https://www.airbnb.com/rooms/34212295
34212710,42,Cambridge,2,NA,1,1,92,78,https://www.airbnb.com/rooms/34212710
34212943,42,Cambridge,2,NA,1,1,95,79,https://www.airbnb.com/rooms/34212943
34242176,57,East Boston,2,NA,1,2,NA,0,https://www.airbnb.com/rooms/34242176
34279736,126,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/34279736
34342016,60,Allston-Brighton,1,NA,1,1,100,37,https://www.airbnb.com/rooms/34342016
34356588,185,Allston-Brighton,4,NA,2,2,100,1,https://www.airbnb.com/rooms/34356588
34422276,79,Dorchester,2,NA,1,1,98,86,https://www.airbnb.com/rooms/34422276
34670613,85,Hyde Park,2,NA,1,1,80,1,https://www.airbnb.com/rooms/34670613
34685709,87,Dorchester,8,NA,2,9,96,35,https://www.airbnb.com/rooms/34685709
34709924,184,Back Bay,2,NA,1,2,80,1,https://www.airbnb.com/rooms/34709924
34742835,180,East Boston,6,NA,2,3,98,43,https://www.airbnb.com/rooms/34742835
34771001,59,Allston-Brighton,2,NA,1,1,90,2,https://www.airbnb.com/rooms/34771001
34779735,46,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/34779735
34782422,259,Charlestown,4,NA,2,2,97,15,https://www.airbnb.com/rooms/34782422
34806841,46,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/34806841
34974052,130,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/34974052
35001266,99,Allston-Brighton,4,NA,1,3,99,133,https://www.airbnb.com/rooms/35001266
35003138,43,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/35003138
35003565,43,Roxbury,1,NA,1,0,80,1,https://www.airbnb.com/rooms/35003565
35004296,49,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/35004296
35004562,49,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/35004562
35027638,199,East Boston,2,NA,1,1,99,43,https://www.airbnb.com/rooms/35027638
35038113,128,Jamaica Plain,4,NA,1,2,100,40,https://www.airbnb.com/rooms/35038113
35077924,90,Roxbury,2,NA,1,1,100,20,https://www.airbnb.com/rooms/35077924
35084086,69,Roxbury,2,NA,1,1,88,8,https://www.airbnb.com/rooms/35084086
35084498,69,Roxbury,2,NA,1,1,89,13,https://www.airbnb.com/rooms/35084498
35161089,123,Beacon Hill,3,NA,1,2,100,67,https://www.airbnb.com/rooms/35161089
35165584,56,Roxbury,1,NA,1,1,80,4,https://www.airbnb.com/rooms/35165584
35185474,214,Beacon Hill,3,NA,1,1,100,34,https://www.airbnb.com/rooms/35185474
35196645,96,East Boston,2,NA,1,1,100,2,https://www.airbnb.com/rooms/35196645
35234168,50,Dorchester,2,NA,1,1,95,20,https://www.airbnb.com/rooms/35234168
35238309,68,Dorchester,5,NA,2,3,96,47,https://www.airbnb.com/rooms/35238309
35284340,79,Allston-Brighton,2,NA,1,1,93,3,https://www.airbnb.com/rooms/35284340
35309418,80,Allston-Brighton,5,NA,2,2,94,29,https://www.airbnb.com/rooms/35309418
35346496,200,Jamaica Plain,4,NA,2,2,95,4,https://www.airbnb.com/rooms/35346496
35347243,189,Roxbury,3,NA,2,2,99,31,https://www.airbnb.com/rooms/35347243
35420961,66,East Boston,1,NA,1,1,94,32,https://www.airbnb.com/rooms/35420961
35425876,123,Jamaica Plain,5,NA,1,2,97,74,https://www.airbnb.com/rooms/35425876
35454839,99,Back Bay,3,NA,1,1,92,29,https://www.airbnb.com/rooms/35454839
35467463,166,Beacon Hill,2,NA,1,1,100,6,https://www.airbnb.com/rooms/35467463
35481543,141,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/35481543
35541474,85,Dorchester,1,NA,1,2,NA,0,https://www.airbnb.com/rooms/35541474
35547817,30,Allston-Brighton,1,NA,1,1,100,4,https://www.airbnb.com/rooms/35547817
35568967,41,Jamaica Plain,2,NA,1,1,100,9,https://www.airbnb.com/rooms/35568967
35569935,75,Allston-Brighton,4,NA,1,3,100,1,https://www.airbnb.com/rooms/35569935
35576389,120,Roxbury,4,NA,1,2,85,8,https://www.airbnb.com/rooms/35576389
35583138,80,Dorchester,11,NA,3,6,98,33,https://www.airbnb.com/rooms/35583138
35599624,161,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/35599624
35605277,109,Allston-Brighton,4,NA,1,2,NA,0,https://www.airbnb.com/rooms/35605277
35617006,176,East Boston,6,NA,2,2,97,32,https://www.airbnb.com/rooms/35617006
35675495,69,Roxbury,2,NA,1,1,97,22,https://www.airbnb.com/rooms/35675495
35679763,44,Jamaica Plain,2,NA,1,1,100,1,https://www.airbnb.com/rooms/35679763
35682239,134,Back Bay,3,NA,1,1,85,12,https://www.airbnb.com/rooms/35682239
35682265,148,Back Bay,4,NA,1,2,100,4,https://www.airbnb.com/rooms/35682265
35682280,134,Back Bay,3,NA,1,1,94,18,https://www.airbnb.com/rooms/35682280
35682301,134,Back Bay,4,NA,1,2,96,5,https://www.airbnb.com/rooms/35682301
35682313,134,Back Bay,3,NA,1,1,80,6,https://www.airbnb.com/rooms/35682313
35684143,125,Allston-Brighton,6,NA,3,4,100,2,https://www.airbnb.com/rooms/35684143
35689708,80,East Boston,3,NA,1,2,96,5,https://www.airbnb.com/rooms/35689708
35714054,38,Hyde Park,2,NA,1,1,100,39,https://www.airbnb.com/rooms/35714054
35836205,129,East Boston,3,NA,NA,2,98,49,https://www.airbnb.com/rooms/35836205
35869559,79,North End,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/35869559
35915047,114,Back Bay,4,NA,1,2,78,19,https://www.airbnb.com/rooms/35915047
35915207,104,Back Bay,3,NA,NA,2,86,11,https://www.airbnb.com/rooms/35915207
35916196,94,Back Bay,2,NA,NA,1,88,140,https://www.airbnb.com/rooms/35916196
35968526,91,Allston-Brighton,2,NA,1,1,100,44,https://www.airbnb.com/rooms/35968526
36000657,60,Dorchester,2,NA,1,1,95,21,https://www.airbnb.com/rooms/36000657
36002387,229,Fenway/Kenmore,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/36002387
36002511,209,Fenway/Kenmore,2,NA,1,1,100,1,https://www.airbnb.com/rooms/36002511
36036045,61,Back Bay,2,NA,NA,1,90,36,https://www.airbnb.com/rooms/36036045
36036348,55,Back Bay,1,NA,1,1,86,16,https://www.airbnb.com/rooms/36036348
36036766,55,Back Bay,1,NA,1,1,89,18,https://www.airbnb.com/rooms/36036766
36036969,55,Back Bay,1,NA,1,1,87,17,https://www.airbnb.com/rooms/36036969
36037367,61,Back Bay,2,NA,1,1,85,21,https://www.airbnb.com/rooms/36037367
36037475,78,Back Bay,2,NA,1,1,87,32,https://www.airbnb.com/rooms/36037475
36037605,99,Back Bay,2,NA,1,1,90,54,https://www.airbnb.com/rooms/36037605
36060921,58,Roxbury,2,NA,1,1,100,1,https://www.airbnb.com/rooms/36060921
36106804,120,Roxbury,6,NA,3,3,92,22,https://www.airbnb.com/rooms/36106804
36108417,200,South Boston,4,NA,1,3,99,17,https://www.airbnb.com/rooms/36108417
36113606,86,Allston-Brighton,2,NA,1,1,100,33,https://www.airbnb.com/rooms/36113606
36114933,89,Allston-Brighton,2,NA,1,1,100,39,https://www.airbnb.com/rooms/36114933
36143286,99,East Boston,6,NA,3,3,83,21,https://www.airbnb.com/rooms/36143286
36145390,188,Dorchester,2,NA,1,1,93,3,https://www.airbnb.com/rooms/36145390
36179054,100,Beacon Hill,3,NA,1,1,100,3,https://www.airbnb.com/rooms/36179054
36207589,86,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/36207589
36237250,109,South End,2,NA,1,1,94,288,https://www.airbnb.com/rooms/36237250
36263543,95,Fenway/Kenmore,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/36263543
36268106,78,Allston-Brighton,2,NA,1,1,90,4,https://www.airbnb.com/rooms/36268106
36269353,139,Downtown Crossing,2,NA,1,1,90,48,https://www.airbnb.com/rooms/36269353
36269383,200,East Boston,5,NA,2,3,99,45,https://www.airbnb.com/rooms/36269383
36269751,159,Downtown Crossing,2,NA,1,2,80,5,https://www.airbnb.com/rooms/36269751
36277068,83,Jamaica Plain,6,NA,2,2,88,39,https://www.airbnb.com/rooms/36277068
36282491,129,South End,2,NA,1,1,95,12,https://www.airbnb.com/rooms/36282491
36291586,70,Back Bay,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/36291586
36299453,141,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/36299453
36321848,120,Roxbury,4,NA,1,5,100,1,https://www.airbnb.com/rooms/36321848
36331980,120,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/36331980
36423296,155,Back Bay,2,NA,1,1,100,2,https://www.airbnb.com/rooms/36423296
36439921,29,Jamaica Plain,1,NA,1,1,90,4,https://www.airbnb.com/rooms/36439921
36444956,54,Charlestown,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/36444956
36519954,100,Beacon Hill,1,NA,1,1,96,11,https://www.airbnb.com/rooms/36519954
36527382,42,Allston-Brighton,2,NA,1,1,40,1,https://www.airbnb.com/rooms/36527382
36528015,125,Roslindale,4,NA,1,2,97,48,https://www.airbnb.com/rooms/36528015
36529493,95,Allston-Brighton,2,NA,NA,1,80,1,https://www.airbnb.com/rooms/36529493
36551230,177,Roxbury,4,NA,1,2,100,43,https://www.airbnb.com/rooms/36551230
36585702,185,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/36585702
36587216,250,South Boston,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/36587216
36621324,66,Allston-Brighton,4,NA,NA,2,100,1,https://www.airbnb.com/rooms/36621324
36621326,75,Allston-Brighton,4,NA,NA,2,NA,0,https://www.airbnb.com/rooms/36621326
36621741,185,Allston-Brighton,4,NA,1,2,NA,0,https://www.airbnb.com/rooms/36621741
36621742,83,Allston-Brighton,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/36621742
36630748,88,East Boston,2,NA,1,1,92,10,https://www.airbnb.com/rooms/36630748
36636807,79,Allston-Brighton,2,NA,1,1,100,3,https://www.airbnb.com/rooms/36636807
36664626,299,South Boston,4,NA,2,2,100,2,https://www.airbnb.com/rooms/36664626
36687285,200,South End,6,NA,2,3,100,3,https://www.airbnb.com/rooms/36687285
36720154,75,Roxbury,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/36720154
36733785,120,East Boston,2,NA,1,1,100,1,https://www.airbnb.com/rooms/36733785
36760583,48,Dorchester,2,NA,1,1,92,13,https://www.airbnb.com/rooms/36760583
36760873,48,Dorchester,2,NA,1,1,100,9,https://www.airbnb.com/rooms/36760873
36761473,47,Dorchester,2,NA,1,1,96,16,https://www.airbnb.com/rooms/36761473
36766020,79,Allston-Brighton,2,NA,1,1,100,2,https://www.airbnb.com/rooms/36766020
36766327,125,East Boston,4,NA,2,3,99,59,https://www.airbnb.com/rooms/36766327
36775500,107,Dorchester,8,NA,4,4,99,30,https://www.airbnb.com/rooms/36775500
36829501,60,Back Bay,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/36829501
36911216,255,Allston-Brighton,4,NA,2,2,98,18,https://www.airbnb.com/rooms/36911216
36918004,75,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/36918004
36920373,75,Roxbury,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/36920373
36921988,75,Roxbury,2,NA,1,2,NA,0,https://www.airbnb.com/rooms/36921988
36977405,110,Dorchester,2,NA,1,1,97,44,https://www.airbnb.com/rooms/36977405
