ID,Price,neighborhood,accommodates,Number of bathrooms,Number of Bedrooms,n beds,Review Scores Rating,Number of reviews,listing_url
14943350,97,Dorchester,2,NA,1,1,99,208,https://www.airbnb.com/rooms/14943350
14950089,239,Charlestown,2,NA,1,1,97,36,https://www.airbnb.com/rooms/14950089
14993599,105,Dorchester,2,NA,1,1,99,99,https://www.airbnb.com/rooms/14993599
15016872,66,Allston-Brighton,2,NA,1,2,99,127,https://www.airbnb.com/rooms/15016872
15018607,90,East Boston,4,NA,1,2,96,276,https://www.airbnb.com/rooms/15018607
15020558,155,Charlestown,3,NA,1,1,98,13,https://www.airbnb.com/rooms/15020558
15041925,104,Allston-Brighton,2,NA,1,1,91,7,https://www.airbnb.com/rooms/15041925
15048978,156,South End,4,NA,1,1,98,128,https://www.airbnb.com/rooms/15048978
15068710,195,South Boston,2,NA,1,1,99,113,https://www.airbnb.com/rooms/15068710
15073943,250,Beacon Hill,4,NA,2,3,100,1,https://www.airbnb.com/rooms/15073943
15085512,53,Roxbury,2,NA,1,1,98,41,https://www.airbnb.com/rooms/15085512
15122796,60,Roxbury,2,NA,1,1,100,53,https://www.airbnb.com/rooms/15122796
15126633,129,Downtown Crossing,2,NA,1,1,88,34,https://www.airbnb.com/rooms/15126633
15127120,127,Downtown Crossing,2,NA,NA,1,92,69,https://www.airbnb.com/rooms/15127120
15147053,87,Jamaica Plain,3,NA,1,1,98,245,https://www.airbnb.com/rooms/15147053
15148487,154,Beacon Hill,4,NA,2,2,98,225,https://www.airbnb.com/rooms/15148487
15172518,330,Roxbury,4,NA,1,1,95,52,https://www.airbnb.com/rooms/15172518
15173640,310,Roxbury,4,NA,1,1,88,50,https://www.airbnb.com/rooms/15173640
15174147,310,Roxbury,4,NA,1,1,86,53,https://www.airbnb.com/rooms/15174147
15177273,36,Roxbury,1,NA,1,1,100,2,https://www.airbnb.com/rooms/15177273
15222140,176,Back Bay,6,NA,3,3,99,161,https://www.airbnb.com/rooms/15222140
15251516,160,Back Bay,2,NA,1,1,98,145,https://www.airbnb.com/rooms/15251516
15256830,100,Dorchester,3,NA,1,3,99,195,https://www.airbnb.com/rooms/15256830
15281436,69,Fenway/Kenmore,4,NA,NA,2,90,62,https://www.airbnb.com/rooms/15281436
15296865,590,Back Bay,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/15296865
15313517,140,Dorchester,3,NA,NA,2,99,104,https://www.airbnb.com/rooms/15313517
15337363,129,Downtown Crossing,2,NA,1,1,90,49,https://www.airbnb.com/rooms/15337363
15338096,127,Downtown Crossing,2,NA,NA,1,92,29,https://www.airbnb.com/rooms/15338096
15340831,127,Downtown Crossing,2,NA,NA,1,89,37,https://www.airbnb.com/rooms/15340831
15341441,129,Downtown Crossing,2,NA,1,1,83,18,https://www.airbnb.com/rooms/15341441
15342021,35,Roxbury,1,NA,1,0,94,94,https://www.airbnb.com/rooms/15342021
15342033,127,Downtown Crossing,2,NA,NA,1,91,58,https://www.airbnb.com/rooms/15342033
15344876,45,Roxbury,1,NA,1,1,100,6,https://www.airbnb.com/rooms/15344876
15375825,127,Downtown Crossing,2,NA,NA,1,87,25,https://www.airbnb.com/rooms/15375825
15376003,75,South Boston,2,NA,1,1,98,161,https://www.airbnb.com/rooms/15376003
15390344,127,Downtown Crossing,2,NA,NA,1,90,24,https://www.airbnb.com/rooms/15390344
15390808,127,Downtown Crossing,2,NA,NA,1,94,43,https://www.airbnb.com/rooms/15390808
15397125,418,Back Bay,8,NA,4,5,100,123,https://www.airbnb.com/rooms/15397125
15405175,155,East Boston,3,NA,1,1,99,114,https://www.airbnb.com/rooms/15405175
15407065,127,Downtown Crossing,4,NA,2,2,91,68,https://www.airbnb.com/rooms/15407065
15407347,92,Downtown Crossing,3,NA,1,2,87,79,https://www.airbnb.com/rooms/15407347
15407480,127,Downtown Crossing,2,NA,NA,1,92,53,https://www.airbnb.com/rooms/15407480
15444930,91,Downtown Crossing,2,NA,NA,1,88,39,https://www.airbnb.com/rooms/15444930
15453527,36,Roxbury,1,NA,1,1,100,5,https://www.airbnb.com/rooms/15453527
15463154,127,Downtown Crossing,2,NA,NA,1,95,80,https://www.airbnb.com/rooms/15463154
15476718,80,Allston-Brighton,2,NA,1,1,100,5,https://www.airbnb.com/rooms/15476718
15521407,75,Dorchester,2,NA,1,1,99,178,https://www.airbnb.com/rooms/15521407
15559436,99,Allston-Brighton,4,NA,1,3,98,376,https://www.airbnb.com/rooms/15559436
15581608,125,Back Bay,2,NA,NA,1,97,134,https://www.airbnb.com/rooms/15581608
15582062,125,Back Bay,2,NA,NA,1,96,145,https://www.airbnb.com/rooms/15582062
15616726,135,Roslindale,8,NA,3,5,97,167,https://www.airbnb.com/rooms/15616726
15660279,150,Back Bay,8,NA,4,4,97,168,https://www.airbnb.com/rooms/15660279
15665707,39,Hyde Park,1,NA,1,1,90,8,https://www.airbnb.com/rooms/15665707
15665935,30,Hyde Park,1,NA,1,1,83,6,https://www.airbnb.com/rooms/15665935
15710997,137,Dorchester,6,NA,3,3,97,131,https://www.airbnb.com/rooms/15710997
15714436,178,East Boston,8,NA,3,5,98,22,https://www.airbnb.com/rooms/15714436
15773389,65,Fenway/Kenmore,2,NA,1,1,80,4,https://www.airbnb.com/rooms/15773389
15797699,78,Beacon Hill,2,NA,1,1,91,105,https://www.airbnb.com/rooms/15797699
15819226,350,Back Bay,2,NA,1,1,94,29,https://www.airbnb.com/rooms/15819226
15821724,97,Dorchester,3,NA,2,2,99,114,https://www.airbnb.com/rooms/15821724
15827529,125,North End,3,NA,1,1,91,29,https://www.airbnb.com/rooms/15827529
15830969,75,South End,4,NA,1,2,93,31,https://www.airbnb.com/rooms/15830969
15832498,229,Jamaica Plain,4,NA,2,2,100,36,https://www.airbnb.com/rooms/15832498
15901362,192,Back Bay,6,NA,3,3,99,158,https://www.airbnb.com/rooms/15901362
15929108,80,Dorchester,3,NA,2,2,95,100,https://www.airbnb.com/rooms/15929108
15974807,1250,Allston-Brighton,12,NA,4,6,98,136,https://www.airbnb.com/rooms/15974807
15981694,130,Fenway/Kenmore,3,NA,1,2,NA,1,https://www.airbnb.com/rooms/15981694
15985435,160,Charlestown,2,NA,1,1,99,49,https://www.airbnb.com/rooms/15985435
16013285,165,Dorchester,4,NA,2,2,97,104,https://www.airbnb.com/rooms/16013285
16040760,248,Allston-Brighton,8,NA,2,5,97,71,https://www.airbnb.com/rooms/16040760
16121974,60,Fenway/Kenmore,1,NA,1,1,84,13,https://www.airbnb.com/rooms/16121974
16148182,60,Hyde Park,5,NA,2,3,97,123,https://www.airbnb.com/rooms/16148182
16233671,59,Cambridge,2,NA,1,1,97,48,https://www.airbnb.com/rooms/16233671
16239455,86,Dorchester,2,NA,2,2,99,94,https://www.airbnb.com/rooms/16239455
16275852,120,Back Bay,2,NA,1,1,96,5,https://www.airbnb.com/rooms/16275852
16276850,120,South Boston,1,NA,1,1,89,20,https://www.airbnb.com/rooms/16276850
16364879,122,Cambridge,4,NA,2,2,94,144,https://www.airbnb.com/rooms/16364879
16379917,80,Hyde Park,6,NA,1,3,100,7,https://www.airbnb.com/rooms/16379917
16436951,104,Beacon Hill,4,NA,1,4,100,2,https://www.airbnb.com/rooms/16436951
16447567,50,Dorchester,2,NA,1,2,94,83,https://www.airbnb.com/rooms/16447567
16453657,36,Dorchester,1,NA,1,1,73,3,https://www.airbnb.com/rooms/16453657
16459191,285,Back Bay,3,NA,1,2,98,140,https://www.airbnb.com/rooms/16459191
16464424,57,Allston-Brighton,3,NA,2,1,90,2,https://www.airbnb.com/rooms/16464424
16479752,55,Cambridge,2,NA,1,1,100,3,https://www.airbnb.com/rooms/16479752
16489609,91,Downtown Crossing,2,NA,NA,1,87,56,https://www.airbnb.com/rooms/16489609
16514756,39,Allston-Brighton,2,NA,1,1,97,162,https://www.airbnb.com/rooms/16514756
16515215,38,Allston-Brighton,1,NA,1,1,100,1,https://www.airbnb.com/rooms/16515215
16517776,55,Cambridge,2,NA,1,1,97,46,https://www.airbnb.com/rooms/16517776
16545081,36,Roxbury,1,NA,1,1,100,3,https://www.airbnb.com/rooms/16545081
16570524,39,Allston-Brighton,2,NA,1,1,96,106,https://www.airbnb.com/rooms/16570524
16659718,65,Back Bay,2,NA,NA,1,98,29,https://www.airbnb.com/rooms/16659718
16671164,120,Dorchester,2,NA,1,2,97,85,https://www.airbnb.com/rooms/16671164
16678094,85,Roxbury,2,NA,1,1,99,54,https://www.airbnb.com/rooms/16678094
16692369,59,Cambridge,2,NA,1,1,97,6,https://www.airbnb.com/rooms/16692369
16693642,111,Back Bay,3,NA,1,1,99,197,https://www.airbnb.com/rooms/16693642
16731118,48,Dorchester,1,NA,1,1,95,44,https://www.airbnb.com/rooms/16731118
16770690,183,Jamaica Plain,6,NA,2,4,99,20,https://www.airbnb.com/rooms/16770690
16779363,200,Jamaica Plain,6,NA,3,3,100,11,https://www.airbnb.com/rooms/16779363
16835622,30,Allston-Brighton,2,NA,1,1,100,1,https://www.airbnb.com/rooms/16835622
16841857,116,Allston-Brighton,4,NA,2,2,99,163,https://www.airbnb.com/rooms/16841857
16892278,200,Roslindale,6,NA,2,4,98,21,https://www.airbnb.com/rooms/16892278
16898190,39,Allston-Brighton,2,NA,1,0,98,26,https://www.airbnb.com/rooms/16898190
16904896,170,Beacon Hill,4,NA,1,3,96,5,https://www.airbnb.com/rooms/16904896
16971718,195,Roxbury,4,NA,2,2,100,116,https://www.airbnb.com/rooms/16971718
17075037,441,Dorchester,12,NA,3,6,97,93,https://www.airbnb.com/rooms/17075037
17107742,150,Back Bay,2,NA,1,1,73,3,https://www.airbnb.com/rooms/17107742
17138041,452,North End,6,NA,2,3,93,164,https://www.airbnb.com/rooms/17138041
17210305,36,Roxbury,1,NA,1,1,100,3,https://www.airbnb.com/rooms/17210305
17222935,33,Dorchester,1,NA,1,1,85,4,https://www.airbnb.com/rooms/17222935
17223845,34,Dorchester,1,NA,1,0,91,9,https://www.airbnb.com/rooms/17223845
17285926,771,South End,8,NA,2,4,100,67,https://www.airbnb.com/rooms/17285926
17296595,186,Jamaica Plain,5,NA,3,5,97,47,https://www.airbnb.com/rooms/17296595
17300267,125,Back Bay,4,NA,1,2,95,176,https://www.airbnb.com/rooms/17300267
17300316,69,Dorchester,1,NA,1,1,98,121,https://www.airbnb.com/rooms/17300316
17300501,397,Dorchester,3,NA,1,1,94,37,https://www.airbnb.com/rooms/17300501
17333246,88,Cambridge,2,NA,NA,1,92,93,https://www.airbnb.com/rooms/17333246
17399127,39,Allston-Brighton,2,NA,1,1,97,132,https://www.airbnb.com/rooms/17399127
17430142,38,Roxbury,1,NA,1,1,100,2,https://www.airbnb.com/rooms/17430142
17463797,65,Dorchester,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/17463797
17472272,1039,Roslindale,12,NA,6,7,100,6,https://www.airbnb.com/rooms/17472272
17476391,65,Jamaica Plain,2,NA,1,2,95,68,https://www.airbnb.com/rooms/17476391
17508585,132,Roxbury,2,NA,NA,1,80,2,https://www.airbnb.com/rooms/17508585
17523630,158,Jamaica Plain,3,NA,1,3,99,157,https://www.airbnb.com/rooms/17523630
17529340,185,South End,2,NA,1,1,100,168,https://www.airbnb.com/rooms/17529340
17541222,149,Roxbury,4,NA,1,2,94,159,https://www.airbnb.com/rooms/17541222
17543635,40,Dorchester,1,NA,1,1,92,13,https://www.airbnb.com/rooms/17543635
17547347,43,Dorchester,4,NA,1,2,94,72,https://www.airbnb.com/rooms/17547347
17553435,80,South Boston,5,NA,1,1,99,119,https://www.airbnb.com/rooms/17553435
17567087,350,South End,6,NA,2,3,99,209,https://www.airbnb.com/rooms/17567087
17592876,160,Dorchester,6,NA,4,6,90,126,https://www.airbnb.com/rooms/17592876
17609053,170,South End,4,NA,2,2,100,17,https://www.airbnb.com/rooms/17609053
17616603,225,South End,4,NA,1,2,98,154,https://www.airbnb.com/rooms/17616603
17634084,119,Back Bay,4,NA,1,2,90,6,https://www.airbnb.com/rooms/17634084
17676984,54,Cambridge,1,NA,1,1,88,5,https://www.airbnb.com/rooms/17676984
17704067,31,Dorchester,1,NA,1,1,100,8,https://www.airbnb.com/rooms/17704067
17779084,36,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/17779084
17806747,100,North End,2,NA,1,2,100,14,https://www.airbnb.com/rooms/17806747
17807912,82,Jamaica Plain,4,NA,1,3,89,22,https://www.airbnb.com/rooms/17807912
17810176,59,Dorchester,1,NA,1,1,99,80,https://www.airbnb.com/rooms/17810176
17832598,363,South Boston,8,NA,3,5,97,173,https://www.airbnb.com/rooms/17832598
17849739,33,Dorchester,1,NA,1,1,93,3,https://www.airbnb.com/rooms/17849739
17892769,48,Roxbury,2,NA,1,1,89,143,https://www.airbnb.com/rooms/17892769
17907229,98,Dorchester,3,NA,3,3,NA,0,https://www.airbnb.com/rooms/17907229
17942707,143,Roxbury,4,NA,1,3,94,98,https://www.airbnb.com/rooms/17942707
17952482,69,Dorchester,2,NA,1,4,94,28,https://www.airbnb.com/rooms/17952482
17956766,45,Roxbury,2,NA,1,1,96,119,https://www.airbnb.com/rooms/17956766
17969508,36,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/17969508
17974950,44,East Boston,2,NA,1,1,98,454,https://www.airbnb.com/rooms/17974950
18055117,39,Dorchester,1,NA,1,1,100,2,https://www.airbnb.com/rooms/18055117
18139067,100,Beacon Hill,2,NA,2,2,NA,1,https://www.airbnb.com/rooms/18139067
18141101,69,Allston-Brighton,1,NA,1,1,90,22,https://www.airbnb.com/rooms/18141101
18154901,52,Dorchester,5,NA,1,2,90,157,https://www.airbnb.com/rooms/18154901
18159981,195,Dorchester,4,NA,2,2,99,73,https://www.airbnb.com/rooms/18159981
18162671,89,Allston-Brighton,2,NA,1,2,95,45,https://www.airbnb.com/rooms/18162671
18194673,60,Roslindale,2,NA,1,1,97,69,https://www.airbnb.com/rooms/18194673
18199963,45,Allston-Brighton,2,NA,1,1,95,82,https://www.airbnb.com/rooms/18199963
18213171,249,South End,2,NA,1,1,100,37,https://www.airbnb.com/rooms/18213171
18220200,36,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/18220200
18240259,70,Jamaica Plain,2,NA,1,1,98,12,https://www.airbnb.com/rooms/18240259
18290558,49,East Boston,2,NA,1,1,98,497,https://www.airbnb.com/rooms/18290558
18342681,44,East Boston,2,NA,1,1,98,399,https://www.airbnb.com/rooms/18342681
18342707,46,East Boston,2,NA,1,1,99,431,https://www.airbnb.com/rooms/18342707
18354570,150,Back Bay,2,NA,NA,1,97,131,https://www.airbnb.com/rooms/18354570
18368646,75,Dorchester,3,NA,1,1,96,92,https://www.airbnb.com/rooms/18368646
18488956,135,East Boston,2,NA,1,2,97,218,https://www.airbnb.com/rooms/18488956
18526885,40,Roxbury,1,NA,1,1,100,6,https://www.airbnb.com/rooms/18526885
18527992,60,South Boston,1,NA,1,1,95,40,https://www.airbnb.com/rooms/18527992
18557609,134,Beacon Hill,3,NA,1,2,96,136,https://www.airbnb.com/rooms/18557609
18568481,118,South Boston,2,NA,2,1,NA,5,https://www.airbnb.com/rooms/18568481
18580155,150,Roslindale,5,NA,3,3,90,15,https://www.airbnb.com/rooms/18580155
18582571,145,Beacon Hill,2,NA,1,1,80,2,https://www.airbnb.com/rooms/18582571
18584891,46,Dorchester,2,NA,1,1,100,423,https://www.airbnb.com/rooms/18584891
18612312,50,East Boston,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/18612312
18613633,50,East Boston,1,NA,1,1,80,4,https://www.airbnb.com/rooms/18613633
18656728,180,Jamaica Plain,8,NA,2,3,90,18,https://www.airbnb.com/rooms/18656728
18714825,220,South Boston,5,NA,2,3,100,3,https://www.airbnb.com/rooms/18714825
18736918,111,Allston-Brighton,4,NA,1,2,90,2,https://www.airbnb.com/rooms/18736918
18756360,56,Roxbury,2,NA,1,1,94,189,https://www.airbnb.com/rooms/18756360
18789766,56,Roxbury,2,NA,1,2,90,139,https://www.airbnb.com/rooms/18789766
18790023,60,Roslindale,3,NA,1,2,94,58,https://www.airbnb.com/rooms/18790023
18840936,37,Dorchester,3,NA,1,2,93,132,https://www.airbnb.com/rooms/18840936
18858706,98,East Boston,4,NA,2,2,97,288,https://www.airbnb.com/rooms/18858706
18875451,45,Allston-Brighton,2,NA,1,1,94,114,https://www.airbnb.com/rooms/18875451
18875553,48,Allston-Brighton,2,NA,1,1,92,34,https://www.airbnb.com/rooms/18875553
18875599,50,Allston-Brighton,2,NA,1,1,94,62,https://www.airbnb.com/rooms/18875599
18876533,45,Allston-Brighton,2,NA,1,1,98,11,https://www.airbnb.com/rooms/18876533
18886077,45,Roxbury,1,NA,1,1,89,8,https://www.airbnb.com/rooms/18886077
18898296,56,Roxbury,2,NA,1,2,91,123,https://www.airbnb.com/rooms/18898296
18899037,56,Roxbury,2,NA,1,1,91,151,https://www.airbnb.com/rooms/18899037
18934135,80,Cambridge,3,NA,NA,1,89,58,https://www.airbnb.com/rooms/18934135
18942329,99,East Boston,6,NA,3,4,95,238,https://www.airbnb.com/rooms/18942329
18942870,65,Dorchester,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/18942870
19007014,40,Jamaica Plain,2,NA,1,1,93,81,https://www.airbnb.com/rooms/19007014
19020833,49,Dorchester,2,NA,1,1,95,17,https://www.airbnb.com/rooms/19020833
19037094,490,South Boston,2,NA,1,1,87,12,https://www.airbnb.com/rooms/19037094
19050865,85,Roxbury,4,NA,1,1,89,73,https://www.airbnb.com/rooms/19050865
19051657,85,Roxbury,4,NA,1,1,89,53,https://www.airbnb.com/rooms/19051657
19052102,85,Roxbury,4,NA,1,1,91,55,https://www.airbnb.com/rooms/19052102
19065795,92,Roxbury,4,NA,1,2,92,73,https://www.airbnb.com/rooms/19065795
19065830,200,Roxbury,4,NA,1,1,89,69,https://www.airbnb.com/rooms/19065830
19065836,85,Roxbury,4,NA,1,1,93,96,https://www.airbnb.com/rooms/19065836
19071875,230,East Boston,9,NA,3,5,100,9,https://www.airbnb.com/rooms/19071875
19081087,200,Roxbury,4,NA,1,1,92,76,https://www.airbnb.com/rooms/19081087
19081593,200,Roxbury,4,NA,1,1,90,48,https://www.airbnb.com/rooms/19081593
19100282,500,Jamaica Plain,8,NA,4,5,97,6,https://www.airbnb.com/rooms/19100282
19115310,200,South Boston,6,NA,2,3,92,13,https://www.airbnb.com/rooms/19115310
19117781,43,Dorchester,2,NA,1,1,100,374,https://www.airbnb.com/rooms/19117781
19123216,39,Dorchester,4,NA,1,2,98,37,https://www.airbnb.com/rooms/19123216
19140676,55,Dorchester,4,NA,2,1,95,102,https://www.airbnb.com/rooms/19140676
19143984,313,Dorchester,5,NA,1,2,96,40,https://www.airbnb.com/rooms/19143984
19149341,210,Charlestown,6,NA,1,1,96,55,https://www.airbnb.com/rooms/19149341
19154786,192,Fenway/Kenmore,5,NA,2,2,91,17,https://www.airbnb.com/rooms/19154786
19182289,36,Roxbury,1,NA,1,1,100,2,https://www.airbnb.com/rooms/19182289
19199379,280,East Boston,10,NA,3,9,97,208,https://www.airbnb.com/rooms/19199379
19209066,50,East Boston,1,NA,1,1,100,1,https://www.airbnb.com/rooms/19209066
19225442,60,Back Bay,2,NA,1,1,71,9,https://www.airbnb.com/rooms/19225442
19248168,95,Roslindale,3,NA,1,1,98,76,https://www.airbnb.com/rooms/19248168
19290895,119,Roxbury,4,NA,1,1,89,68,https://www.airbnb.com/rooms/19290895
19291771,122,Roxbury,4,NA,1,1,96,75,https://www.airbnb.com/rooms/19291771
19292171,77,Roxbury,4,NA,1,1,90,86,https://www.airbnb.com/rooms/19292171
19307193,120,Roxbury,4,NA,1,1,91,72,https://www.airbnb.com/rooms/19307193
19308245,84,Roxbury,2,NA,1,1,91,58,https://www.airbnb.com/rooms/19308245
19308998,84,Roxbury,2,NA,1,1,94,56,https://www.airbnb.com/rooms/19308998
19309434,84,Roxbury,2,NA,NA,1,97,69,https://www.airbnb.com/rooms/19309434
19309861,84,Roxbury,2,NA,1,1,91,46,https://www.airbnb.com/rooms/19309861
19315157,69,East Boston,2,NA,1,1,94,452,https://www.airbnb.com/rooms/19315157
19327752,40,Roslindale,1,NA,1,1,94,25,https://www.airbnb.com/rooms/19327752
19338355,220,Back Bay,2,NA,1,1,99,83,https://www.airbnb.com/rooms/19338355
19346500,160,Allston-Brighton,2,NA,1,1,100,1,https://www.airbnb.com/rooms/19346500
19356659,162,Fenway/Kenmore,5,NA,2,2,86,10,https://www.airbnb.com/rooms/19356659
19412875,39,Mattapan,2,NA,1,2,94,98,https://www.airbnb.com/rooms/19412875
19473060,48,Allston-Brighton,2,NA,1,1,94,63,https://www.airbnb.com/rooms/19473060
19484144,75,Jamaica Plain,2,NA,NA,2,98,21,https://www.airbnb.com/rooms/19484144
19540224,100,Fenway/Kenmore,4,NA,1,2,94,189,https://www.airbnb.com/rooms/19540224
19574477,185,Fenway/Kenmore,2,NA,NA,1,100,89,https://www.airbnb.com/rooms/19574477
19584489,90,Beacon Hill,2,NA,1,1,100,5,https://www.airbnb.com/rooms/19584489
19670771,79,Roxbury,4,NA,2,2,93,354,https://www.airbnb.com/rooms/19670771
19672185,70,East Boston,4,NA,2,4,96,258,https://www.airbnb.com/rooms/19672185
19727919,56,East Boston,2,NA,1,2,96,285,https://www.airbnb.com/rooms/19727919
19757033,75,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/19757033
19790139,90,Charlestown,3,NA,1,2,98,21,https://www.airbnb.com/rooms/19790139
19824791,400,South Boston,6,NA,3,5,NA,0,https://www.airbnb.com/rooms/19824791
19885281,49,Dorchester,1,NA,1,1,96,37,https://www.airbnb.com/rooms/19885281
19885345,49,Dorchester,2,NA,1,1,95,26,https://www.airbnb.com/rooms/19885345
19904967,200,Beacon Hill,2,NA,1,1,91,7,https://www.airbnb.com/rooms/19904967
19918817,53,Dorchester,2,NA,1,1,93,26,https://www.airbnb.com/rooms/19918817
19996537,82,Fenway/Kenmore,2,NA,1,1,NA,2,https://www.airbnb.com/rooms/19996537
19997604,230,Cambridge,2,NA,NA,2,99,30,https://www.airbnb.com/rooms/19997604
20000347,120,Roxbury,2,NA,1,1,86,70,https://www.airbnb.com/rooms/20000347
20053152,899,Fenway/Kenmore,5,NA,2,1,NA,0,https://www.airbnb.com/rooms/20053152
20055667,80,East Boston,2,NA,1,1,98,38,https://www.airbnb.com/rooms/20055667
20137476,121,Beacon Hill,1,NA,1,1,95,168,https://www.airbnb.com/rooms/20137476
20229074,298,South End,2,NA,1,1,100,54,https://www.airbnb.com/rooms/20229074
20230196,55,Allston-Brighton,2,NA,1,1,80,3,https://www.airbnb.com/rooms/20230196
20237145,175,Dorchester,6,NA,3,3,98,45,https://www.airbnb.com/rooms/20237145
20268369,160,East Boston,5,NA,1,3,99,16,https://www.airbnb.com/rooms/20268369
20269422,50,Dorchester,2,NA,1,2,94,31,https://www.airbnb.com/rooms/20269422
20269943,82,North End,2,NA,NA,1,97,320,https://www.airbnb.com/rooms/20269943
20406376,45,Jamaica Plain,1,NA,1,1,93,29,https://www.airbnb.com/rooms/20406376
20420751,65,Allston-Brighton,2,NA,1,1,96,11,https://www.airbnb.com/rooms/20420751
20443029,299,South End,6,NA,3,3,96,129,https://www.airbnb.com/rooms/20443029
20445979,35,Roxbury,1,NA,1,1,100,4,https://www.airbnb.com/rooms/20445979
20446955,80,Hyde Park,2,NA,1,1,85,20,https://www.airbnb.com/rooms/20446955
20448888,45,Jamaica Plain,2,NA,1,1,92,46,https://www.airbnb.com/rooms/20448888
20456058,125,Allston-Brighton,2,NA,1,1,92,5,https://www.airbnb.com/rooms/20456058
20479416,56,East Boston,2,NA,1,2,95,153,https://www.airbnb.com/rooms/20479416
20504207,105,Roxbury,2,NA,NA,1,93,213,https://www.airbnb.com/rooms/20504207
20520099,45,Jamaica Plain,2,NA,1,1,93,37,https://www.airbnb.com/rooms/20520099
20547874,65,Allston-Brighton,2,NA,1,1,100,6,https://www.airbnb.com/rooms/20547874
20607519,280,Allston-Brighton,4,NA,2,2,100,1,https://www.airbnb.com/rooms/20607519
20623854,70,Jamaica Plain,2,NA,1,1,98,48,https://www.airbnb.com/rooms/20623854
20634420,45,Dorchester,1,NA,1,1,94,39,https://www.airbnb.com/rooms/20634420
20635474,75,Back Bay,2,NA,1,1,90,161,https://www.airbnb.com/rooms/20635474
20649310,69,Roslindale,2,NA,1,1,96,33,https://www.airbnb.com/rooms/20649310
20650593,1052,North End,12,NA,3,5,98,104,https://www.airbnb.com/rooms/20650593
20655696,470,Dorchester,16,NA,5,8,94,33,https://www.airbnb.com/rooms/20655696
20687802,35,Roxbury,1,NA,1,1,95,8,https://www.airbnb.com/rooms/20687802
20693094,82,Roxbury,1,NA,1,1,100,15,https://www.airbnb.com/rooms/20693094
20694962,120,Allston-Brighton,2,NA,1,1,100,5,https://www.airbnb.com/rooms/20694962
20723594,75,Dorchester,3,NA,1,2,99,103,https://www.airbnb.com/rooms/20723594
20732065,250,Roxbury,12,NA,4,4,83,44,https://www.airbnb.com/rooms/20732065
20744881,65,Mattapan,4,NA,1,2,92,79,https://www.airbnb.com/rooms/20744881
20754696,105,Jamaica Plain,2,NA,NA,1,98,108,https://www.airbnb.com/rooms/20754696
20763306,140,South Boston,6,NA,2,4,97,92,https://www.airbnb.com/rooms/20763306
20775116,175,Fenway/Kenmore,2,NA,NA,1,99,110,https://www.airbnb.com/rooms/20775116
20785742,200,Fenway/Kenmore,4,NA,1,1,99,112,https://www.airbnb.com/rooms/20785742
20788754,82,Roxbury,1,NA,1,1,95,22,https://www.airbnb.com/rooms/20788754
20815139,300,Charlestown,6,NA,3,5,97,14,https://www.airbnb.com/rooms/20815139
20829520,170,Fenway/Kenmore,5,NA,2,1,NA,0,https://www.airbnb.com/rooms/20829520
20849944,75,Roxbury,1,NA,NA,2,NA,0,https://www.airbnb.com/rooms/20849944
20868619,168,Allston-Brighton,6,NA,3,3,98,223,https://www.airbnb.com/rooms/20868619
20903558,67,Allston-Brighton,3,NA,1,2,94,48,https://www.airbnb.com/rooms/20903558
20926438,250,Fenway/Kenmore,7,NA,2,3,92,106,https://www.airbnb.com/rooms/20926438
20928823,279,South Boston,3,NA,1,2,98,80,https://www.airbnb.com/rooms/20928823
20947820,220,Roxbury,5,NA,2,6,96,55,https://www.airbnb.com/rooms/20947820
20978478,60,Roslindale,2,NA,1,1,95,31,https://www.airbnb.com/rooms/20978478
20999140,165,Fenway/Kenmore,6,NA,3,4,94,37,https://www.airbnb.com/rooms/20999140
21025191,90,Hyde Park,2,NA,1,1,93,27,https://www.airbnb.com/rooms/21025191
21067311,175,South Boston,6,NA,2,4,96,81,https://www.airbnb.com/rooms/21067311
21140575,34,Dorchester,1,NA,1,1,100,1,https://www.airbnb.com/rooms/21140575
21141934,37,Dorchester,1,NA,1,1,85,4,https://www.airbnb.com/rooms/21141934
21150610,130,South End,1,NA,1,1,99,40,https://www.airbnb.com/rooms/21150610
21182192,139,Back Bay,4,NA,1,2,98,182,https://www.airbnb.com/rooms/21182192
21185484,58,Jamaica Plain,1,NA,1,1,88,8,https://www.airbnb.com/rooms/21185484
21190750,119,South Boston,2,NA,NA,2,99,279,https://www.airbnb.com/rooms/21190750
21230903,515,Fenway/Kenmore,8,NA,2,4,92,90,https://www.airbnb.com/rooms/21230903
21238858,100,Allston-Brighton,2,NA,1,1,91,198,https://www.airbnb.com/rooms/21238858
21253564,35,Roxbury,1,NA,1,1,100,4,https://www.airbnb.com/rooms/21253564
21344653,100,Jamaica Plain,6,NA,1,1,100,1,https://www.airbnb.com/rooms/21344653
21350397,150,South End,2,NA,1,2,100,100,https://www.airbnb.com/rooms/21350397
